,id,price,link,first_price,title,area,rooms,address,vermietet,offerer_address,offerer_name,phone_number,commission,die Wohnung,wohnlage,Hausgeld,Baujahr,energieträger,effizienzklasse,bezug,lage,details,scraped_at,active
219,28wpb52,420000,https://www.immowelt.de/expose/28wpb52,420000,Die perfekte 4 - Raum - Eigentumswohnung für die ganze Familie zum TOP-Preis im Dresdner Norden.,109,5,01109 Dresden,False,"Kirchplatz 6,  01689 Weinböhla ", ddimmo24 GmbH ,0172 - 85 80 030,"3,57 ",Die WohnungWohnungslageErdgeschossBezug01.03.2023Balkon Zustand: renoviert / saniert Weitere Räume: Kelleranteil WohnanlageBaujahr: 1938 1 Stellplatz Wellness: Sauna ,Erdgeschoss,175,1938,FERN,H,01.03.2023,"LageKlotzsche ist ein Stadtteil von Dresden im gleichnamigen Stadtbezirk und liegt etwa sieben Kilometer nördlich der Innenstadt am Rande der Dresdner Heide. In Klotzsche befindet sich der Flughafen Dresden mit Anschluss an die Autobahnen A 4 und A 13. Die größten Industrieansiedlungen sind die Halbleiterwerke von Infineon... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungVerkauft wird diese hochwertige Eigentumswohnung inklusive großem, familienfreundlichen Gartenanteil in einer ruhigen Nebenstraße in Dresden Klotzsche. Die Wohnung liegt in einem 1998 sanierten Vierfamilienhaus, welches 1938 in massiver Bauweise errichtet wurde.Verwirklichen Sie sich den Traum vom Immobilienbesitz, in der... Mehr anzeigen AusstattungEckdaten, Fakten und Ausstattungsmerkmale: - Eigentumswohnung - 4 - Raumwohnung - zusätzlicher Wohnraum inkl. Gäste-Bad im DG - ca. 92 qm Wohnfläche plus ca. 17 qm Wohnfläche im DG - Nutzfläche ca. 152 qm - großer Gartenanteil - Kfz - Stellplatz - Einbauküche - Sauna - ausgebauter... Mehr anzeigen Preisinformation1 StellplatzWeitere InformationenSonstigesWir würden uns sehr freuen, wenn Ihnen diese Immobilie gefällt und wir sie Ihnen vor Ort präsentieren dürfen. Bitte haben Sie dafür Verständnis, dass wir im Auftrag des Eigentümers nur Anfragen mit Ihrem vollständigen Namen, der vollständigen Anschrift sowie Ihrer Telefonnummer/n bearbeiten... Mehr anzeigen ",True,
220,27cfw5v,490000,https://www.immowelt.de/expose/27cfw5v,490000,Nachhaltiges ETW-Portfolio für Kenner: Drei vermietungssichere 2-R-ETW´s mit Stellplätzen.,"147,84",6,01159 Dresden,True,"Antonstr. 10,  01097 Dresden ", Citymakler Dresden GmbH & Co.KG  ,+49(351)6555777,3 ,"Die WohnungDerzeitige NutzungvermietetBad mit Wanne Einbauküche Böden: Fliesenboden, Kunststoffboden, Laminat, Linoleum Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1996 Zustand: Neubau 3 Stellplätze: Tiefgarage ",,679,1996,Fernwärme,B,,"LagePieschen im Nordwesten von Dresden zählt heute zu den beliebtesten Stadtvierteln bei Familien und jungen Leuten: Die Preise sind moderat, die Elbe ist nur einen Steinwurf entfernt und die Wohnlage deutlich ruhiger als in der geschäftigen Neustadt. Das spricht für den Standort: viele Einkaufsmöglichkeiten und Restaurants... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfSuperangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungErwerben Sie ein profitables Wohnungspaket aus 3 ETW (Faktor 33-fach) in stark nachgefragten Lagen in Dresden. Aufgrund der begehrten Wohnungsgrößen und der funktionellen Grundrisse erwerben Sie hier ein vermietungssicheres Investement. Wohnung B54:Denkmalobjekt in Pieschen, Bj. ca. 1895, 1995 vollumfänglich... Mehr anzeigen Ausstattung- Wohnungspaket aus drei 2-Raum-Wohnungen (Neubau und san. Altbau)- jeweils mit einem Stellplatz - 2 Bäder mit Wanne, 1 Bad mit Dusche- eine ETW mit Einbauküche- jweils ein Abstellraum im Keller- gut gepflegtes GemeinschaftseigentumPreisinformation3 TiefgaragenstellplätzeNettorendite Ist in %: 3,03 Nettorendite Soll in %: 3,03 Weitere InformationenSonstigesBaujahr: 1996, Heizungsart: Fernwärme, Befeuerung/Energieträger: Fernwärme, Energieausweistyp: Verbrauchsausweis, End-Energiekennwert: 60, Energieeffizienzklasse: BImmobilienUndMenschenVerbindenCitymakler-ExposeeStichworteStellplatz vorhanden, Nutzfläche: 147,84 m²... Mehr anzeigen ",True,
221,276fv5v,199990,https://www.immowelt.de/expose/276fv5v,199990,www.r-o.de+++ Freiwerdende 2-Raum-Wohnung in ruhiger Seitenstraße,"53,61",2,01309 Dresden,True,"Tiergartenstraße 46,  01219 Dresden ", RICHERT & OERTEL IMMOBILIEN GMBH ,0351/433120,"3,57 ",Die WohnungBezugnach AbspracheDerzeitige NutzungvermietetWeitere Räume: Kelleranteil WohnanlageBaujahr: 1998 Personenaufzug 1 Stellplatz ,,,1998,Gas,,nach Absprache,"Lage- die Eigentumswohnung befindt sich in Bestlage im Dresdner Stadtteil Striesen- das historisch gewachsene Striesen gehört zu den begehrtesten Wohnlagen der Landeshauptstadt- viel Grün und ein großer Bestand an alten Bäumen runden das Bild dieses Stadtteils ab- Infrastrukturell ist der Standort sehr gut... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Objektbeschreibung- Baujahr 1998- vollständig unterkellertes Objekt- Keller-, fünf Vollgeschosse sowie ein ausgebautes Mansardengeschoss- Aufzug vorhanden- rückseitig Balkon (zur ruhigen Hofseite)- ETW im 1. Obergeschoss rechts- ca. 53,61 m² Wohnfläche- Stellplatz in der im Hof befindlichen Garagenanlage- die... Mehr anzeigen Weitere InformationenSonstigesBei Abschluss eines notariellen Kaufvertrages hat der Käufer, sofern er im Rahmen einer gewerblichen Tätigkeit handelt, uns ein Honorar in Höhe von 6,96 % des Kaufpreises inkl. Mehrwertsteuer zu zahlen. Handelt der Käufer als Verbraucher gilt der Honorarsatz in Höhe von 3,57 % des Kaufpreises inkl... Mehr anzeigen ",True,
222,27h6q5v,199950,https://www.immowelt.de/expose/27h6q5v,199950,NEU - Gepflegte kleine Wohnanlage im Grünen,"55,89",2,Wilhelm-Weitling-Straße 501259 Dresden,True,"Loschwitzer Straße 3,  01309 Dresden ", First Class Living GbR ,0351 / 8616 3030,"3,57","Die WohnungWohnungslage2. GeschossBezugNach VereinbarungDerzeitige NutzungvermietetBad mit Wanne Balkon, Gartenmitbenutzung Ausblick: Fernblick Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Ausstattung: neuwertig Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss WohnanlageBaujahr: 1997 Zustand: Neubau 1 Stellplatz: Tiefgarage Serviceleistungen: Reinigungsservice ",2. Geschoss,295,1997,Erdgas H,D,Nach Vereinbarung,"LageKleinschachwitz gehört zu den beliebtesten Wohnlagen in Dresden. Die meisten der benachbarten Häuser sind bereits saniert oder neu erstellt und erstrahlen im alten, neuen Glanz.Kleinschachwitz liegt unmittelbar gegenüber von Schloss Pillnitz und hat somit einen sehr hohen Erholungswert. Die sehr gute Anbindung an das... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfMäßigangle_rightNahverkehrGutangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungEin sehr schönes, individuelles 11-Familienhaus inmitten einer kleinen begrünten Wohnanlage mit großem Grundstück.Das Haus wurde liebevoll und aufwendig erstellt und lässt keine Wünsche offen. Die Anlage ist als sehr gepflegt einzustufen.AusstattungZur guten Ausstattung gehört:- Parkettböden im Flur und in den Wohn-/Schlafräumen- Bad mit Wanne, Waschtisch und WC- Wohn-Küche- großer Balkon- Rollläden an allen Fenstern- doppelt isolier-verglaste Kunstsoff-Fenster- Kabel-TV- DSL vorhanden- Kellerabteil mit ca. 6m²- Fahrradraum (im... Mehr anzeigen Weitere InformationenStichworteServiceleistungen: Hausmeister",True,
223,27rbp5v,115000,https://www.immowelt.de/expose/27rbp5v,115000,"Tolle 2.RW. mit Terrasse, Garten, TG-Stellpl., ruhige Lage u.v.m. zu verkaufen!","47,60",2,01129 Dresden,True,"Robert-Matzke-Str. 3,  01127 Dresden ", Immobilienmanagement B. Knitsch GmbH ,0351/ 804 9304,"Bei Abschluss eines notariellen Kaufvertrages ist vom Käufer (im Rahmen einer gewerblichen Tätigkeit) eine Provision von 6,00","Die WohnungKategorieTerrassenwohnungWohnungslageErdgeschossBezugnach VB möglichDerzeitige NutzungvermietetBad mit Wanne Garten, Terrasse, Gartenanteil, Gartenmitbenutzung Böden: Fliesenboden, Laminat Fenster: Kunststofffenster Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss WohnanlageBaujahr: 1997 Zustand: Neubau 1 Stellplatz: Tiefgarage Serviceleistungen: Reinigungsservice ",Erdgeschoss,,1997,Gas,D,nach VB möglich,"LageDas Mehrfamilienhaus steht in zweiter Reihe in einer guten, zentralen Lage. Öffentliche Verkehrsmittel sowie zahlreiche Einkaufsmöglichkeiten sind in wenigen Gehminuten sehr gut erreichbar. Die Lage als ruhig, aber dennoch zentral einzustufen ist.immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungVerkauft wird hier eine tolle 2.Raumwohnung in einem Neubauhaus in Dresden- Pieschen-Nord/ Trachenberge. Das Mehrfamilienhaus wurde 1996/97 gebaut und seitdem stets instandgehalten und gepflegt, sodass sich dieses in einem sehr guten Zustand befindet. Die Wohnung liegt im Erdgeschoss. Das Mehrfamilienhaus besteht aus 14... Mehr anzeigen AusstattungDie Wohnung hat folgende Ausstattung bzw. weist folgende Merkmale auf:- Neubauhaus (Baujahr 1996)- gute, zentrale Lage - 2.Raumwohnung - Erdgeschoss - helle, freundliche Räume - Laminatfußboden in den Wohnräumen - Küche mit pflegeleichten PVC-Belag - Bad ist gefliest - Gegensprechanlage... Mehr anzeigen Weitere InformationenBesichtigungstermineFür eventuelle Fragen oder Besichtigungstermine stehen wir Ihnen selbstverständlich gerne zur Verfügung. Nutzen Sie bitte hierfür das Kontaktformular oder rufen bzw. schreiben Sie uns bitte direkt an. Wir bitten um Ihr Verständnis, dass wir für Ihre Anfragenbearbeitung Ihre persönlichen Kontaktdaten... Mehr anzeigen ",True,
224,27lzl5v,121000,https://www.immowelt.de/expose/27lzl5v,121000,Kapitalanlage im Denkmal,"48,60",2,01159 Dresden,True,"Güntzplatz 5,  01307 Dresden ", Ostsächsische Sparkasse Dresden ,0351 455-77172,"3,57 ","Die WohnungWohnungslage1. GeschossDerzeitige NutzungvermietetBad mit Dusche WG-geeignet Böden: Fliesenboden, Laminat, Linoleum Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss WohnanlageBaujahr: 1897 ",1. Geschoss,,1897,Fernwärme,C,,"LageLöbtau ist ein Stadtteil von Dresden und gehört zum Dresdner Ortsamtsbereich Cotta. Er grenzt an die Stadtteile Friedrichstadt, Cotta, Gorbitz, Naußlitz, Dölzschen, Plauen und Südvorstadt. Die zahlreichen Seitenstraßen mit vielen Grünflächen locken Familien und Senioren. Wegen der Uninähe und der vielen Altbauten wird die... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungKurzbeschreibungZentral wohnenObjektDie zum Verkauf stehende Wohnung befindet sich in Dresden - Löbtau, ein bevorzugter Stadtteil von jungen Menschen. In dem Mehrfamilienhaus befinden sich 15 Wohnungen und 3 Gewerbeeinheiten. Die Wohnung liegt im 1. Obergeschoss und ist eine 2 Zimmerwohnung mit Küche und Bad... Mehr anzeigen AusstattungIndividuelle Ausstattungsmerkmale:  - Küche mit Fenster Innentüren 2020Bodenbeläge 2020Sonderumlage für Dach und Feuerwehrzufahrt wurde in Höhe von 14.000 € bezahlt.PreisinformationSoll-Mieteinnahmen pro Jahr: 3.840,00 EURIst-Mieteinnahmen pro Jahr: 3.840,00 EURWeitere InformationenSonstigesWir bitten um Verständnis, dass wir nur vollständige Anfragen (E-Mail, Fax, Brief) mit Namen, Anschrift und Telefonnummer beantworten können. Haftungsausschluss: Alle Angaben haben wir vom Eigentümer erhalten. Für deren Richtigkeit können wir keine Gewähr übernehmen. Einen Zwischenverkauf behält sich der... Mehr anzeigen ",True,
225,267c45j,295000,https://www.immowelt.de/expose/267c45j,295000,"Große Jugendstilwohnung,  komplett saniert zum Toppreis!!",96,4,01219 Dresden,False,"Leopoldstr.  31,  80802 München ", DFG - Deutsche Finanzierungsgesellschaft mbh ,+49 800 0009211,"Bei Vertragsabschluss ist jeweils eine Vermittlungsgebühr von 3,57 Prozent des Kaufpreises inkl, MwSt, vom Käufer und Verkäufer an uns fällig,","Die WohnungBad mit Fenster und Wanne, Gäste-WC Balkon Weitere Räume: Kelleranteil WohnanlageBaujahr: 1917 Zustand: Altbau (bis 1945) ",,,1917,Gas,C,,"LageDer Stadtteil Strehlen liegt südlich der Altstadt, unterhalb des großen Gartens und gehört zum Herzen der Stadt Dresden. Das Gebiet wird von einer meist Villenartigen Bebauung und gut erhaltener historischer Kernstruktur geprägt. Das Objekt befindet sich in einer sehr ruhigen Nebenstraße von Alt-Strehlen parallel zur... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfSuperangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungDas Mehrfamilienhaus im Jugendstil mit Baujahr 1917, wurde im Jahr 2000 aufwendig und unter Beachtung der Denkmalschutzrichtlinien saniert. Dabei verfügt das 4-geschossige Objekt über 12 Wohneinheiten. Über den Eingangsbereich/Flur der 4-Zimmerwohnung erreicht man alle anliegenden Zimmer der Wohnung. Die... Mehr anzeigen Ausstattung- Wärmeschutzverglasung der Schallschutzklasse 2- voll unterkellert- Ausstattung mit Laminat- Bad mit Badewanne - Gäste WC- Kulturdenkmal der Landeshauptstadt Dresden- Komplettsanierung im Jahre 2000- neue Drainageleitung und Oberflächenentwässerungssystem verlegt/eingebunden- Erneuerung... Mehr anzeigen Weitere InformationenSonstigesDie von der DFG-Deutschen Finanzierungsgesellschaft mbH gemachten Angaben bezüglich der Immobilie beruhen auf den ihr erteilten Informationen durch Dritte, namentlich durch den Verkäufer. Eine Haftung für die Richtigkeit oder Vollständigkeit der Angaben in Exposés, Prospekten, Beschreibungen u. ä. kann die... Mehr anzeigen ",True,
226,27rzh5c,84500,https://www.immowelt.de/expose/27rzh5c,84500,Eigentumswohnung in 01129 Dresden,61,k.A.,01129 Dresden,False,"Niedernhausener Str. 15,  60326 Frankfurt am Main ", Dein-ImmoCenter ,not available,provisionsfrei,Die Immobilieinfo Zu diesem Angebot wurden vom Anbieter keine weiteren Daten hinterlegt. Für weitere Informationen bitte den Anbieter kontaktieren. Nach Informationen fragen,,,,,,,"Lageimmowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Objektbeschreibunghälftiger Miteigentumsanteil an einer drei-Raum-Wohnung mit gesamt 60,51 qm WohnflächeL. im 1. und 2. Dachgeschoss eines 1895 errichteten Mehrfamilienhauses, saniert 1995, mit Kellerabteil; DenkmalschutzGläubiger: Volksbank Mittweida eG, Markt 25, 09648 Mittweida, Tel. 03727/9444152Hier finden Sie weitere... Mehr anzeigen Weitere InformationenSonstigesDein-ImmoCenter ist die führende digitale Platform für Zwangsversteigerungen in Deutschland. Dein-ImmoCenter legt einen hohen Wert auf Ihre Zufriedenheit und die Qualität unsere Angebots. Damit Sie sich von unseren Services überzeugen können, bieten wir jedem Interessenten eine kostenlose Gratiswoche an. Diese... Mehr anzeigen ",True,
227,275tk5v,145000,https://www.immowelt.de/expose/275tk5v,145000,Die Dresdner Neustadt geht immer - schöne 2-Zimmer-Wohnung mit Balkon im 2.OG,"45,32",2,01099 Dresden,True,"Feringastraße 11,  85774 Unterföhring ",PlanetHome Group GmbH,+49 (171) 5316662,"4,76 ",Die WohnungWohnungslage2. GeschossDerzeitige NutzungvermietetBalkon WohnanlageBaujahr: 1900 ,2. Geschoss,157,1900,Gas,,,"Lageimmowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Weitere InformationenStichworteSüd-West-Balkon/Terrasse, Nutzfläche: 6,00 m², Anzahl der Badezimmer: 1, Anzahl Balkone: 1, Wohnungsnr.: 14",True,
228,27sfj5v,435000,https://www.immowelt.de/expose/27sfj5v,435000,Ruhig und zentrumsnah! Großzügige Maisonette mit Wintergarten - Gäste WC - Garage,"91,45",3,01219 Dresden,True,"Scherlstraße 12,  04103 Leipzig ", Willuhn Immobilien e.K. Inh. Sabine Willuhn ,not available,"3,57","Die WohnungKategorieMaisonetteWohnungslage2. GeschossDerzeitige NutzungvermietetBad mit Fenster und Wanne, Gäste-WC Balkon, Garten Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1912 Zustand: Altbau (bis 1945) ",2. Geschoss,456,1912,Fernwärme,,,"LageDiese schöne Wohnung befindet sich in einer ruhigen Seitenstraße der Tiergartenstraße, welche das Villenviertel vom Großen Garten trennt. Nur wenige Meter und Sie tauchen ein in die größte Grünanlage der Stadt, die mit kleineren und größeren Teichen, dem Carolasee, Cafés und Restaurants zum Erholen, Verweilen oder auch zum... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfMäßigangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungIn einer ruhigen Seitenstraße umgeben von viel Grün, befindet sich diese wunderschöne Maisonette in einer stilvollen Villa.Diese bezaubernde Wohnung besticht durch ihre grandiose Lage, ihren großzügigen Schnitt und den gemütlichen Süd-Wintergarten, der auch in der kalten Jahreszeit ein Stück Naturgefühl in Ihr Haus... Mehr anzeigen Ausstattung* Maisonette* drei Zimmer* offene Küche* Gäste-WC* Wintergarten* Bad mit Fenster, Badewanne und WM-Anschluss* ruhige Seitenstraße* Kellerabteil* Garage am HausWeitere InformationenStichworteAnzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl der separaten WCs: 1, Anzahl Balkone: 1, 2 Etagen",True,
229,27tp65v,174000,https://www.immowelt.de/expose/27tp65v,174000,Ihr Wohn(t)raum am Schillerplatz!,"58,40",2,01309 Dresden / Blasewitz,True,"Rißweg 27 b ,  01324  Dresden ", FALC Immobilien Dresden ,0800 / 646 0 646,"3,57","Die WohnungWohnungslageErdgeschossDerzeitige NutzungvermietetGarten Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum WohnanlageBaujahr: 1998 ",Erdgeschoss,,1998,GAS,D,,"LageBlasewitz grenzt im Norden an Loschwitz, im Westen an Johannstadt, im Süden an Striesen und im Osten an Tolkewitz.Blasewitz ist ein historischer Villenvorort und seit 1921 Stadtteil von Dresden. Der Stadtteil gehört zum gleichnamigen Ortsamtsbereich und liegt östlich der Innenstadt im linkselbischen Teil Dresdens... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungEine Wohnung inmitten des Dresdner Villenviertels!Die moderne Immobilie befindet sich im Erdgeschoss eines 1998 erbauten Mehrfamilienhauses. Das Highlight der Wohnung ist die einzigartige Lage. Innerhalb von wenigen Minuten erreichen Sie den Schillerplatz sowie das Blaue Wunder und die Elbe. Die gut... Mehr anzeigen Weitere InformationenSonstigesEine Besichtigung ist nach vorheriger Absprache möglich.Wir bieten nicht nur eine kostenlose Hotline, sondern auch einen Service am Wochenende. Bei Interesse geben Sie bitte immer Ihre vollständigen Kontaktdaten an.Die Objektbeschreibung beruht ganz oder zum Teil auf Angaben des Eigentümers. Für die... Mehr anzeigen ",True,
230,273u55v,180000,https://www.immowelt.de/expose/273u55v,180000,VOLL MÖBILIERTES STUDIO IN TOP LAGE,57,1,01099 Dresden,False,"Westendstraße 3,  01187 Dresden ", IMMOVISTA GmbH - Immobilienmakler Dresden ,0351 / 323 55 290,"3,57","Die WohnungWohnungslage1. GeschossBezugkurzfristigBad mit Wanne, Gäste-WC Balkon Einbauküche, offene Küche barrierefrei Böden: Fliesenboden, Parkett Ausstattung: möbliert Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1996 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ",1. Geschoss,275,1996,Gas,C,kurzfristig,"Lageruhige Lage in einer Seitenstraßeimmowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungVerkauft wird ein vollständig möbliertes Apartment in bester Neustädter Lage. Das Studio verfügt über ein Wohn-Schlafzimmer, ein Badezimmer, ein Gäste-WC, einen Abstellraum, eine voll ausgestattete Küche und einen Balkon mit Blick in den ruhigen Hinterhof Die gesamte Wohnung sowie das Haus befinden sich in einem sehr... Mehr anzeigen Ausstattung- voll möbliertes Apartment- Aufzug- Balkon- Parkettboden- Abstellraum- Einbauküche- Garage- behindertenfreundlich- Kellerabteil- JalousienPreisinformation1 Tiefgaragenstellplatz, Kaufpreis: 9.000,00 EURWeitere InformationenSonstigesBaujahr: 1996Heizungsart: ZentralheizungBefeuerung/Energieträger: GasEnergieausweistyp: VerbrauchsausweisEnergiekennwert: 75 kWh/(m²*a)Energieeffizienzklasse: CDas Angebot ist freibleibend und unverbindlich. Alle Informationen und Daten wurden nach bestem Wissen gemacht und beruhen auf... Mehr anzeigen ",True,
231,27fqy5u,91999,https://www.immowelt.de/expose/27fqy5u,91999,"**Rundum-sorglos-Paket, Perfekte Anlagemöglichkeit mit Hausverwaltung und Mietgarantie**",36,1,Niedersedlitzer Straße 1301239 Dresden,True,"Kipsdorfer Str. 80,  01277 Dresden ",MUNDUS Immobilien GmbH,0151 70246772,"3,57","Die WohnungWohnungslage1. GeschossBezugsofortDerzeitige NutzungvermietetBad mit Fenster und Wanne Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum WohnanlageBaujahr: 1938 ",1. Geschoss,,1938,Gas,,sofort,"LageDas zum Verkauf stehende Objekt befindet sich in Dresden - Reick. Die Verbindung zu den öffentlichen Verkehrsmitteln befindet sich in unmittelbarer Nähe. Die Bushaltestelle ist 200 m, Straßenbahn 100 m und S-Bahn  800m entfernt. Geschäfte des täglichen Bedarfs sind in wenigen Fußminuten zu erreichen. Restaurants... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Objektbeschreibung*Hier bekommen Sie das komplette Paket für eine perfekte Anlageimmobilie*Sie suchen nach einer sicheren Renditemöglichkeit und wollen kein Risiko eingehen? Dann ist dieses Objekt perfekt passend für Sie!Diese bestens an den ÖPNV angebundene 1-Raumwohnung bietet dem Anleger eine sichere Investitionsmöglichkeit. Das... Mehr anzeigen Ausstattung+ sichere Investition+ sehr gute Rendite+ vermietet mit mind. 2 Jahren Mietdauer+ WEG Verwaltung über eigene Hausverwaltung+ SEV über eigene Hausverwaltung + Zusätzlicher PKW Stellplatz mit Einnahmen für die Gemeinschaft+ praktischer Grundriss+ Moderner Laminatboden+ Große Wohnküche+... Mehr anzeigen PreisinformationNettorendite Ist in %: 4,17 Ist-Mieteinnahmen pro Jahr: 3.960,00 EURWeitere InformationenSonstigesBitte haben Sie Verständnis, dass dieses Angebot freibleibend und unverbindlich ist. Alle Informationen, Pläne und Daten wurden nach  bestem Wissen gemacht und beruhen auf Angaben unserer Auftraggeber. Eine Haftung hierfür müssen wir grundsätzlich ausschließen. Wir empfehlen, Abmessungen direkt am Bau vorzunehmen... Mehr anzeigen ",True,
232,27gky5u,445830,https://www.immowelt.de/expose/27gky5u,445830,2 Balkone! Zentrumsnah & großzügig Wohnen stilvolle 2-Raum-Wohnung,"84,92",2,01069 Dresden,False,"­Altmarkt 10 c,  01067 Dresden ", ­­­­­pohl. projects gmbh ,+49(0)351/89329416,provisionsfrei,"Die WohnungWohnungslage1. GeschossBezug2024Bad mit Fenster und Dusche, Gäste-WC Balkon barrierefrei, als Ferienimmobilie geeignet Böden: Fliesenboden, Parkett Fenster: Holzfenster kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Abstellraum WohnanlageBaujahr: 2023 Zustand: Neubau, projektiert Personenaufzug 1 Stellplatz: Außen-Stellplatz, Tiefgarage ",1. Geschoss,,2023,Fernwärme,,2024,"LageIm Dresdner Süden befindet sich der Stadtteil Südvorstadt. Ausgezeichnet durch seine gute innerstädtische, aber auch grüne Lage, ist eine lückenlose, hochwertige Nahversorgung gegeben. Zahlreiche Gründerzeitbauten prägen das Gebiet und die unmittelbare Nähe zum Grünen Herzen Dresdens - dem Großen Garten – sowie der... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungIn einzigartiger zentraler Lage entsteht auf einer Grundstücksfläche von circa 650 m² ein zeitgemäßes, geradliniges Gebäude mit 9 Geschossen, in einer innovativen und modernen Bauweise. Der stilvolle Neubau „City View S_26“ besticht mit einer offenen Architektur, welche durch großzügige und teilweise transparente Fassaden... Mehr anzeigen AusstattungMit den Aufzug kann jede einzelne Ebene des Gebäudes erreicht werden. Alle Räume werden mit Fußbodenheizung und hochwertigem Parkettfußboden ausgestattet und werden schwellenlos ausgeführt.  Die Fenster zur Straße erhalten eine Lärmschutzverglasung.In den Bädern ist eine hochwertige Ausstattung mit zusätzlicher... Mehr anzeigen Weitere InformationenBesichtigungstermineWir bieten Ihnen eine PROVISIONSFREIE Immobilie direkt vom Bauträger! Gefällt Ihnen das Angebot und Ihr Interesse ist geweckt, so freuen wir uns über eine Kontaktaufnahme per Mail bzw. unter der angegebenen Rufnummer. Wir informieren Sie gerne über das gesamte Vorhaben, z.B. über die unterschiedlichen... Mehr anzeigen ",True,
